Time (s), Acceleration x (m/s^2), Acceleration y (m/s^2), Acceleration z (m/s^2), Angular velocity p (rad/s), Angular velocity q (rad/s), Angular velocity r (rad/s), Magnetic field x (muT), Magnetic field y (muT), Magnetic field z (muT), Roll angle phi (deg), Pitch angle theta (deg), Yaw angle psi (deg), GPS Latitude (DDMM.MMMM), GPS Longiude (DDMM.MMMM), GPS Altitude (cm), GPS Speed (knots), GPS Heading (deg), GPS Number of Satellites
2.877, -0.8238, 0.0392, 10.5127, -0.0031, 0.0826, -0.0116, -28.4545, -18.9091, -26.7347, 0.4374, 4.1477, 150.0822, 4216.4746, 7148.4170, 183.80, 0.28, 70.29, 3
2.897, -0.7845, 0.0785, 10.4735, -0.0032, 0.0849, -0.0096, -28.4545, -18.9091, -26.7347, 0.6437, 4.4969, 150.5594, 4216.4746, 7148.4170, 183.80, 0.28, 70.29, 3
2.941, -0.9022, 0.0785, 10.5127, -0.0032, 0.0898, -0.0107, -28.3636, -18.9091, -26.7347, 0.4276, 4.9050, 150.4869, 4216.4746, 7148.4170, 183.80, 0.28, 70.29, 3
2.962, -0.8238, 0.0392, 10.4735, -0.0035, 0.0866, -0.0082, -28.3636, -18.9091, -26.7347, 0.2146, 4.4971, 149.9702, 4216.4746, 7148.4170, 183.80, 0.28, 70.29, 3
2.981, -0.8630, 0.1569, 10.5127, -0.0050, 0.0895, -0.0128, -28.3636, -18.9091, -26.7347, 0.8551, 4.6923, 150.8734, 4216.4746, 7148.4170, 183.80, 0.28, 70.29, 3
3.008, -0.8630, 0.0785, 10.4735, -0.0040, 0.0890, -0.0073, -28.4545, -18.8182, -26.8367, 0.4152, 4.1445, 150.1880, 4216.4746, 7148.4170, 183.80, 0.28, 70.29, 3
3.027, -0.8238, 0.0785, 10.3558, -0.0031, 0.0852, -0.0102, -28.4545, -18.8182, -26.8367, 0.6390, 4.4636, 150.6691, 4216.4746, 7148.4170, 183.80, 0.28, 70.29, 3
3.048, -0.7453, 0.0392, 10.4735, -0.0024, 0.0860, -0.0119, -28.4545, -18.8182, -26.8367, 0.4228, 4.2207, 150.2472, 4216.4746, 7148.4170, 183.80, 0.28, 70.29, 3
3.074, -0.8238, 0.0785, 10.5520, -0.0017, 0.0849, -0.0136, -28.4545, -18.8182, -26.8367, -0.2114, 3.8000, 149.1605, 4216.4746, 7148.4170, 183.80, 0.28, 70.29, 3
3.094, -0.7845, 0.0785, 10.4343, -0.0038, 0.0858, -0.0086, -28.9091, -19.0909, -26.5306, 0.4260, 4.2520, 150.2118, 4216.4746, 7148.4170, 183.80, 0.28, 70.29, 3
3.113, -0.8630, 0.0392, 10.4343, -0.0027, 0.0852, -0.0136, -28.9091, -19.0909, -26.5306, 0.4244, 4.6581, 150.4645, 4216.4746, 7148.4170, 183.80, 0.28, 70.29, 3
3.134, -0.8238, 0.1569, 10.4343, -0.0044, 0.0909, -0.0116, -28.9091, -19.0909, -26.5306, 0.4276, 4.6927, 150.4897, 4216.4746, 7148.4170, 183.80, 0.28, 70.29, 3
3.156, -0.8238, 0.0785, 10.3951, -0.0035, 0.0841, -0.0078, -28.4545, -18.9091, -26.5306, 0.0000, 4.7636, 149.9284, 4216.4746, 7148.4170, 183.80, 0.28, 70.29, 3
3.176, -0.8630, 0.1569, 10.4735, -0.0037, 0.0858, -0.0069, -28.4545, -18.9091, -26.5306, 0.4390, 4.3818, 150.2085, 4216.4746, 7148.4170, 183.80, 0.28, 70.29, 3
3.196, -0.8238, 0.0785, 10.4343, -0.0052, 0.0883, -0.0096, -28.4545, -18.9091, -26.5306, 0.2122, 4.4474, 149.9781, 4216.4746, 7148.4170, 183.80, 0.28, 70.29, 3
3.222, -0.8630, 0.1569, 10.5127, -0.0037, 0.0889, -0.0092, -28.4545, -19.0000, -26.7347, 0.8551, 4.6923, 150.8190, 4216.4746, 7148.4170, 183.80, 0.28, 70.29, 3
3.241, -0.8238, 0.0785, 10.5127, -0.0040, 0.0887, -0.0110, -28.4545, -19.0000, -26.7347, 0.4276, 4.4803, 150.1650, 4216.4746, 7148.4170, 183.80, 0.28, 70.29, 3
3.262, -0.8630, 0.0785, 10.3951, -0.0037, 0.0831, -0.0092, -28.4545, -19.0000, -26.7347, 0.4324, 4.7456, 150.3399, 4216.4746, 7148.4170, 183.80, 0.28, 70.29, 3
3.288, -0.8630, 0.0785, 10.3951, -0.0031, 0.0892, -0.0140, -28.3636, -19.0909, -26.9388, 0.2162, 4.9604, 150.0579, 4216.4746, 7148.4170, 183.80, 0.28, 70.29, 3
3.308, -0.7845, 0.1177, 10.6696, -0.0024, 0.0852, -0.0121, -28.3636, -19.0909, -26.9388, 0.6296, 4.3984, 150.1976, 4216.4746, 7148.4170, 183.80, 0.28, 70.29, 3
3.328, -0.9022, 0.0392, 10.3951, -0.0043, 0.0875, -0.0086, -28.3636, -19.0909, -26.9388, 0.6486, 4.7454, 150.4438, 4216.4746, 7148.4170, 183.80, 0.28, 70.29, 3
3.354, -0.7845, 0.0392, 10.5520, -0.0026, 0.0854, -0.0139, -28.3636, -19.0000, -26.9388, 0.0000, 4.2521, 149.4544, 4216.4746, 7148.4170, 183.80, 0.28, 70.29, 3
3.374, -0.7845, 0.0392, 10.5127, -0.0018, 0.0881, -0.0148, -28.3636, -19.0000, -26.9388, 0.6535, 4.9976, 150.7291, 4216.4746, 7148.4170, 183.80, 0.28, 70.29, 3
3.394, -0.7845, 0.1177, 10.4343, -0.0032, 0.0872, -0.0131, -28.3636, -19.0000, -26.9388, 0.2099, 3.7723, 149.3849, 4216.4746, 7148.4170, 183.80, 0.28, 70.29, 3
3.423, -0.7845, 0.0392, 10.5127, -0.0041, 0.0866, -0.0127, -28.3636, -19.0909, -26.9388, 0.2146, 4.2838, 149.6154, 4216.4746, 7148.4170, 183.80, 0.28, 70.29, 3
3.442, -0.9022, 0.0392, 10.4735, -0.0035, 0.0877, -0.0136, -28.3636, -19.0909, -26.9388, 0.2187, 5.0169, 150.0968, 4216.4746, 7148.4170, 183.80, 0.28, 70.29, 3
3.464, -0.8238, 0.0785, 10.4735, -0.0031, 0.0870, -0.0137, -28.3636, -19.0909, -26.9388, 0.4228, 4.2207, 149.8274, 4216.4751, 7148.4170, 183.80, 0.28, 70.29, 3
3.507, -0.8238, 0.0000, 10.4735, -0.0037, 0.0843, -0.0121, -28.2727, -19.0909, -26.9388, 0.6413, 4.6926, 150.3331, 4216.4751, 7148.4170, 183.80, 0.28, 70.29, 3
3.578, -0.8238, 0.0785, 10.4735, -0.0037, 0.0887, -0.0107, -28.5455, -19.3636, -26.9388, 0.4292, 4.4970, 149.7950, 4216.4751, 7148.4170, 183.80, 0.20, 74.76, 3
3.598, -0.8238, 0.0785, 10.4343, -0.0053, 0.0889, -0.0108, -28.5455, -19.3636, -26.9388, 0.4308, 4.5139, 149.8078, 4216.4751, 7148.4170, 183.80, 0.20, 74.76, 3
3.618, -0.8238, 0.0000, 10.4343, -0.0024, 0.0925, -0.0113, -28.5455, -19.3636, -26.9388, 0.0000, 4.5140, 149.7930, 4216.4751, 7148.4170, 183.80, 0.20, 74.76, 3
3.643, -0.7453, 0.0785, 10.4343, -0.0034, 0.0886, -0.0133, -28.4545, -18.9091, -26.7347, 0.4260, 4.6754, 150.4082, 4216.4751, 7148.4170, 183.80, 0.20, 74.76, 3
3.663, -0.8630, 0.0392, 10.4343, -0.0049, 0.0875, -0.0104, -28.4545, -18.9091, -26.7347, 0.2130, 4.4638, 150.0159, 4216.4751, 7148.4170, 183.80, 0.20, 74.76, 3
3.683, -0.9022, 0.0392, 10.3951, -0.0026, 0.0864, -0.0099, -28.4545, -18.9091, -26.7347, 0.2162, 4.9604, 150.3361, 4216.4751, 7148.4170, 183.80, 0.20, 74.76, 3
3.708, -0.7845, 0.0000, 10.4735, -0.0050, 0.0867, -0.0113, -28.4545, -19.0000, -26.8367, 0.0000, 4.2838, 149.5340, 4216.4751, 7148.4170, 183.80, 0.20, 74.76, 3
3.728, -0.8630, 0.0785, 10.5127, -0.0043, 0.0889, -0.0093, -28.4545, -19.0000, -26.8367, 0.4276, 4.6927, 150.3152, 4216.4751, 7148.4170, 183.80, 0.20, 74.76, 3
3.748, -0.7845, 0.0392, 10.5520, -0.0041, 0.0880, -0.0104, -28.4545, -19.0000, -26.8367, 0.2130, 4.2521, 149.7700, 4216.4751, 7148.4170, 183.80, 0.20, 74.76, 3
3.774, -0.8238, 0.0785, 10.4343, -0.0038, 0.0863, -0.0101, -28.2727, -19.0909, -26.7347, 0.6390, 4.8867, 150.4216, 4216.4751, 7148.4170, 183.80, 0.20, 74.76, 3
3.793, -0.8238, 0.1177, 10.4735, -0.0023, 0.0887, -0.0105, -28.2727, -19.0909, -26.7347, 0.4228, 4.4309, 149.8681, 4216.4751, 7148.4170, 183.80, 0.20, 74.76, 3
3.814, -0.8630, 0.0785, 10.5127, -0.0034, 0.0878, -0.0093, -28.2727, -19.0909, -26.7347, 0.6390, 4.6752, 150.2878, 4216.4751, 7148.4170, 183.80, 0.20, 74.76, 3
3.840, -0.8630, 0.0785, 10.4343, -0.0040, 0.0857, -0.0116, -28.2727, -19.0000, -26.7347, 0.4308, 4.7279, 150.1901, 4216.4751, 7148.4170, 183.80, 0.20, 74.76, 3
3.859, -0.8630, 0.0392, 10.4735, -0.0037, 0.0913, -0.0133, -28.2727, -19.0000, -26.7347, 0.2146, 4.7103, 149.9187, 4216.4751, 7148.4170, 183.80, 0.20, 74.76, 3
3.879, -0.9022, 0.1569, 10.3951, -0.0041, 0.0884, -0.0128, -28.2727, -19.0000, -26.7347, 0.8648, 4.9598, 150.8624, 4216.4751, 7148.4170, 183.80, 0.20, 74.76, 3
3.905, -0.8630, 0.1177, 10.3558, -0.0044, 0.0883, -0.0092, -28.7273, -18.7273, -26.5306, 0.4228, 4.8510, 150.9272, 4216.4751, 7148.4170, 183.80, 0.20, 74.76, 3
3.924, -0.7061, 0.1177, 10.4735, -0.0052, 0.0880, -0.0140, -28.7273, -18.7273, -26.5306, 0.4308, 4.2997, 150.5944, 4216.4751, 7148.4170, 183.80, 0.20, 74.76, 3
3.945, -0.9414, 0.1569, 10.5127, -0.0060, 0.0870, -0.0131, -28.7273, -18.7273, -26.5306, 0.4276, 4.2678, 150.5702, 4216.4751, 7148.4170, 183.80, 0.20, 74.76, 3
3.971, -0.9022, 0.0392, 10.5520, -0.0079, 0.0880, -0.0090, -28.4545, -18.9091, -26.4286, 0.2130, 4.8870, 150.2440, 4216.4751, 7148.4170, 183.80, 0.20, 74.76, 3
3.991, -0.8630, 0.0000, 10.4343, -0.0046, 0.0880, -0.0105, -28.4545, -18.9091, -26.4286, 0.0000, 4.7280, 149.8929, 4216.4751, 7148.4170, 183.80, 0.20, 74.76, 3
4.011, -0.8238, 0.1177, 10.3951, 0.0018, 0.0919, -0.0165, -28.4545, -18.9091, -26.4286, 0.6486, 4.5307, 150.5411, 4216.4751, 7148.4170, 183.80, 0.20, 74.76, 3
4.030, -0.8238, 0.0785, 10.5127, -0.0006, 0.1016, -0.0223, -28.4545, -18.9091, -26.4286, 0.4276, 4.4803, 150.4459, 4216.4751, 7148.4170, 183.80, 0.20, 74.76, 3
4.058, -0.8238, 0.0392, 10.4735, 0.0076, 0.1022, -0.0231, -28.3636, -18.7273, -26.6327, 0.2146, 4.4971, 150.1987, 4216.4751, 7148.4170, 183.80, 0.20, 74.76, 3
4.078, -0.9807, 0.0785, 10.4343, 0.0041, 0.0907, -0.0125, -28.3636, -18.7273, -26.6327, 0.4308, 5.3690, 151.0014, 4216.4751, 7148.4170, 183.80, 0.20, 74.76, 3
4.098, -0.9414, 0.0392, 10.5520, -0.0041, 0.0875, -0.0147, -28.3636, -18.7273, -26.6327, 0.2130, 5.0984, 150.4033, 4216.4751, 7148.4170, 183.80, 0.20, 74.76, 3
4.123, -0.8630, 0.0392, 10.5127, -0.0073, 0.0884, -0.0084, -28.2727, -18.8182, -26.7347, -1.0728, 3.0010, 147.4325, 4216.4751, 7148.4170, 183.80, 0.20, 74.76, 3
4.144, -0.7061, 0.0785, 10.7481, -0.0057, 0.0916, -0.0151, -28.2727, -18.8182, -26.7347, 1.5422, 5.0535, 151.9999, 4216.4751, 7148.4170, 183.80, 0.20, 74.76, 3
4.163, -0.8238, -0.1177, 10.6696, 0.0005, 0.0919, -0.0214, -28.2727, -18.8182, -26.7347, 0.6366, 5.0793, 150.9013, 4216.4751, 7148.4170, 183.80, 0.20, 74.76, 3
4.190, -0.7453, 0.0785, 10.1989, -0.0067, 0.0884, -0.0131, -28.1818, -18.8182, -26.8367, 0.4407, 4.1794, 150.0333, 4216.4751, 7148.4170, 183.80, 0.20, 74.76, 3
4.209, -0.7061, 0.1569, 10.3166, 0.0018, 0.0933, -0.0202, -28.1818, -18.8182, -26.8367, 0.8714, 3.9148, 150.3948, 4216.4751, 7148.4170, 183.80, 0.20, 74.76, 3
4.229, -0.8630, 0.3138, 10.5127, -0.0241, 0.0964, -0.0370, -28.1818, -18.8182, -26.8367, 1.7098, 4.6908, 151.9490, 4216.4751, 7148.4170, 183.80, 0.20, 74.76, 3
4.255, -1.0199, 0.0785, 10.4735, -0.0070, 0.1113, -0.0290, -28.3636, -19.0000, -26.8367, 0.2138, 4.6928, 149.9891, 4216.4751, 7148.4170, 183.80, 0.20, 74.76, 3
4.275, -0.7845, 0.0392, 10.4735, -0.0082, 0.0811, -0.0082, -28.3636, -19.0000, -26.8367, 0.4308, 4.2997, 149.9965, 4216.4751, 7148.4170, 183.80, 0.20, 74.76, 3
4.295, -0.9022, 0.1569, 10.4735, -0.0040, 0.0698, -0.0079, -28.3636, -19.0000, -26.8367, 0.2154, 5.1555, 150.2849, 4216.4751, 7148.4170, 183.80, 0.20, 74.76, 3
4.321, -0.6669, 0.0392, 10.5520, -0.0142, 0.0400, 0.0124, -28.4545, -19.0909, -26.9388, 0.6486, 3.6703, 149.8078, 4216.4751, 7148.4170, 183.80, 0.20, 74.76, 3
4.340, -0.9414, 0.1569, 10.3951, 0.0024, 0.0724, -0.0049, -28.4545, -19.0909, -26.9388, 0.0000, 5.0058, 149.8974, 4216.4751, 7148.4170, 183.80, 0.20, 74.76, 3
4.360, -0.6669, -0.0785, 10.3951, -0.0067, 0.0368, 0.0278, -28.4545, -19.0909, -26.9388, -0.4324, 3.6704, 148.4860, 4216.4751, 7148.4170, 183.80, 0.20, 74.76, 3
4.380, -0.7453, 0.0785, 10.4735, -0.0021, 0.0579, 0.0104, -28.5455, -19.0000, -26.4286, 0.4292, 4.0703, 149.9301, 4216.4751, 7148.4170, 183.80, 0.20, 74.76, 3
4.406, -0.7061, 0.0392, 10.5127, -0.0024, 0.0858, -0.0113, -28.5455, -19.0000, -26.4286, 0.2138, 3.8424, 149.5211, 4216.4751, 7148.4170, 183.80, 0.20, 74.76, 3
4.426, -0.8238, 0.0785, 10.5127, -0.0040, 0.0906, -0.0119, -28.5455, -19.0000, -26.4286, 0.4276, 4.4803, 150.1913, 4216.4751, 7148.4170, 183.80, 0.20, 74.76, 3
4.446, -0.9414, 0.1177, 10.5520, -0.0043, 0.0837, -0.0076, -28.2727, -19.0909, -26.7347, 0.6390, 5.0981, 150.5535, 4216.4751, 7148.4170, 183.80, 0.20, 74.76, 3
4.473, -0.8630, 0.0392, 10.5127, -0.0044, 0.0880, -0.0127, -28.2727, -19.0909, -26.7347, 0.0000, 4.9791, 149.7165, 4216.4756, 7148.4175, 183.80, 0.20, 74.76, 3
4.493, -0.7845, 0.1177, 10.5127, -0.0058, 0.0883, -0.0124, -28.2727, -19.0909, -26.7347, 0.2130, 4.6755, 149.7742, 4216.4756, 7148.4175, 183.80, 0.20, 74.76, 3
4.513, -0.8238, 0.0785, 10.5127, -0.0029, 0.0907, -0.0136, -28.3636, -19.0000, -26.6327, 0.2138, 4.6928, 149.9617, 4216.4756, 7148.4175, 183.80, 0.20, 74.76, 3
4.540, -0.8238, 0.0392, 10.5520, -0.0044, 0.0890, -0.0124, -28.3636, -19.0000, -26.6327, 0.4260, 4.4637, 150.0693, 4216.4756, 7148.4175, 183.80, 0.14, 331.93, 3
4.560, -0.7453, 0.0392, 10.4343, -0.0035, 0.0858, -0.0101, -28.3636, -19.0000, -26.6327, 0.2130, 4.0402, 149.5341, 4216.4756, 7148.4175, 183.80, 0.14, 331.93, 3
4.580, -0.7845, 0.1177, 10.4343, -0.0049, 0.0845, -0.0101, -28.6364, -18.7273, -26.6327, 0.6511, 4.3320, 150.8287, 4216.4756, 7148.4175, 183.80, 0.14, 331.93, 3
4.609, -0.7845, 0.0785, 10.3166, -0.0043, 0.0877, -0.0127, -28.6364, -18.7273, -26.6327, 0.4357, 4.3486, 150.5768, 4216.4756, 7148.4175, 183.80, 0.14, 331.93, 3
4.628, -0.8238, 0.0392, 10.5127, -0.0024, 0.0869, -0.0121, -28.6364, -18.7273, -26.6327, 0.2138, 4.4804, 150.3927, 4216.4756, 7148.4175, 183.80, 0.14, 331.93, 3
4.648, -0.7845, 0.1569, 10.3951, -0.0024, 0.0864, -0.0119, -28.4545, -18.9091, -26.6327, 0.8648, 4.3155, 150.6998, 4216.4756, 7148.4175, 183.80, 0.14, 331.93, 3
4.674, -0.9022, 0.0392, 10.4735, -0.0014, 0.0861, -0.0139, -28.4545, -18.9091, -26.6327, 1.0688, 4.4797, 151.0544, 4216.4756, 7148.4175, 183.80, 0.14, 331.93, 3
4.694, -0.9022, 0.0785, 10.5520, -0.0035, 0.0864, -0.0081, -28.4545, -18.9091, -26.6327, 1.0728, 4.4964, 151.0697, 4216.4756, 7148.4175, 183.80, 0.14, 331.93, 3
4.714, -0.9022, 0.1569, 10.4343, -0.0050, 0.0872, -0.0086, -28.3636, -19.0000, -26.8367, 0.8648, 4.5304, 150.6778, 4216.4756, 7148.4175, 183.80, 0.14, 331.93, 3
4.740, -0.9414, 0.0785, 10.5520, -0.0050, 0.0887, -0.0101, -28.3636, -19.0000, -26.8367, 0.4228, 4.6410, 150.2081, 4216.4756, 7148.4175, 183.80, 0.14, 331.93, 3
4.760, -0.9414, 0.4707, 10.3558, -0.0037, 0.0869, -0.0116, -28.3636, -19.0000, -26.8367, 0.4407, 4.3986, 150.0732, 4216.4756, 7148.4175, 183.80, 0.14, 331.93, 3
4.780, -1.0591, 0.1177, 10.7481, -0.0073, 0.0843, -0.0073, -28.3636, -19.0000, -26.8367, -0.6767, 3.3794, 148.5314, 4216.4756, 7148.4175, 183.80, 0.14, 331.93, 3
4.800, -0.5492, -0.4315, 11.2973, -0.0273, 0.0536, 0.0168, -28.2727, -18.5455, -26.5306, 1.2730, 4.2354, 151.5008, 4216.4756, 7148.4175, 183.80, 0.14, 331.93, 3
4.826, -0.7453, 0.1177, 10.3166, -0.0154, 0.0895, -0.0151, -28.2727, -18.5455, -26.5306, 0.6535, 4.1318, 150.6618, 4216.4756, 7148.4175, 183.80, 0.14, 331.93, 3
4.846, -0.9022, 0.0785, 10.4343, 0.0078, 0.1121, -0.0281, -28.2727, -18.5455, -26.5306, 0.4308, 4.9417, 150.9005, 4216.4756, 7148.4175, 183.80, 0.14, 331.93, 3
4.866, -0.8630, 0.1569, 10.3951, 0.0020, 0.0910, -0.0142, -28.1818, -18.8182, -27.0408, 0.8648, 4.7452, 150.9558, 4216.4756, 7148.4175, 183.80, 0.14, 331.93, 3
4.891, -0.8238, 0.0000, 10.4343, -0.0047, 0.0782, -0.0058, -28.1818, -18.8182, -27.0408, 0.2138, 4.2679, 149.8389, 4216.4756, 7148.4175, 183.80, 0.14, 331.93, 3
4.912, -0.7845, 0.0000, 10.3951, -0.0027, 0.0851, -0.0121, -28.1818, -18.8182, -27.0408, 0.6585, 4.1633, 150.3216, 4216.4756, 7148.4175, 183.80, 0.14, 331.93, 3
4.931, -0.7453, 0.0392, 10.5912, -0.0005, 0.1080, -0.0267, -28.0909, -18.6364, -26.8367, -0.4213, 4.6240, 149.4541, 4216.4756, 7148.4175, 183.80, 0.14, 331.93, 3
4.958, -0.9414, 0.0392, 10.3951, -0.0066, 0.0976, -0.0260, -28.0909, -18.6364, -26.8367, 0.2162, 5.1749, 150.5755, 4216.4756, 7148.4175, 183.80, 0.14, 331.93, 3
4.977, -0.8238, 0.0000, 10.4735, -0.0081, 0.0803, -0.0131, -28.0909, -18.6364, -26.8367, 0.0000, 4.4972, 149.8774, 4216.4756, 7148.4175, 183.80, 0.14, 331.93, 3
4.997, -0.7845, 0.0392, 10.4735, -0.0118, 0.0768, -0.0087, -28.5455, -18.8182, -26.9388, 0.2146, 4.2838, 150.1160, 4216.4756, 7148.4175, 183.80, 0.14, 331.93, 3
5.023, -0.7453, 0.0000, 10.4343, -0.0151, 0.0793, -0.0037, -28.5455, -18.8182, -26.9388, 0.0000, 4.7998, 150.1906, 4216.4756, 7148.4175, 183.80, 0.14, 331.93, 3
5.043, -0.7845, 0.0392, 10.4343, -0.0044, 0.0874, -0.0092, -28.5455, -18.8182, -26.9388, 0.6511, 4.5478, 150.8202, 4216.4756, 7148.4175, 183.80, 0.14, 331.93, 3
5.062, -0.7061, 0.0000, 10.3558, -0.0015, 0.0896, -0.0163, -28.5455, -19.0909, -26.8367, 0.2114, 4.4310, 149.8347, 4216.4756, 7148.4175, 183.80, 0.14, 331.93, 3
5.088, -1.0199, -0.0392, 10.5520, 0.0005, 0.0866, -0.0142, -28.5455, -19.0909, -26.8367, -0.2130, 5.5207, 150.0250, 4216.4756, 7148.4175, 183.80, 0.14, 331.93, 3
5.108, -0.7845, 0.0785, 10.2381, 0.0008, 0.0895, -0.0096, -28.5455, -19.0909, -26.8367, 0.4390, 4.3818, 150.0776, 4216.4756, 7148.4175, 183.80, 0.14, 331.93, 3
5.128, -0.7845, 0.1177, 10.5127, -0.0017, 0.0820, -0.0113, -28.3636, -18.9091, -27.0408, 0.6413, 4.2676, 150.3849, 4216.4756, 7148.4175, 183.80, 0.14, 331.93, 3
5.177, -0.8630, 0.0000, 10.4735, -0.0072, 0.0904, -0.0116, -28.3636, -18.9091, -27.0408, 0.0000, 4.7104, 149.8894, 4216.4756, 7148.4175, 183.80, 0.14, 331.93, 3
5.196, -0.8630, 0.0392, 10.6696, -0.0035, 0.0874, -0.0063, -28.4545, -19.0000, -26.7347, 0.2106, 4.6241, 149.9963, 4216.4756, 7148.4175, 183.80, 0.14, 331.93, 3
5.217, -0.7845, -0.0392, 10.6304, -0.0057, 0.0895, -0.0092, -28.4545, -19.0000, -26.7347, -0.2114, 4.2208, 149.2279, 4216.4756, 7148.4175, 183.80, 0.14, 331.93, 3
5.236, -0.7845, 0.0785, 10.4343, -0.0023, 0.0845, -0.0073, -28.4545, -19.0000, -26.7347, 0.4308, 4.2997, 150.0522, 4216.4756, 7148.4175, 183.80, 0.14, 331.93, 3
5.263, -0.7845, 0.1177, 10.3558, -0.0034, 0.0896, -0.0153, -28.4545, -18.8182, -26.6327, 0.0000, 3.7723, 149.4096, 4216.4756, 7148.4175, 183.80, 0.14, 331.93, 3
5.282, -0.7453, 0.1177, 10.5127, -0.0014, 0.0893, -0.0122, -28.4545, -18.8182, -26.6327, 0.4341, 4.7635, 150.5795, 4216.4756, 7148.4175, 183.80, 0.14, 331.93, 3
5.303, -0.8630, 0.1569, 10.5127, -0.0014, 0.0857, -0.0121, -28.4545, -18.8182, -26.6327, 0.2179, 4.7816, 150.3316, 4216.4756, 7148.4175, 183.80, 0.14, 331.93, 3
5.328, -0.9807, 0.0392, 10.4735, -0.0049, 0.0880, -0.0101, -28.4545, -18.7273, -26.6327, 0.2130, 4.4638, 150.1062, 4216.4756, 7148.4175, 183.80, 0.14, 331.93, 3
5.348, -0.8238, 0.0785, 10.5520, -0.0023, 0.0895, -0.0050, -28.2727, -18.7273, -26.6327, 0.6462, 2.7978, 149.5141, 4216.4756, 7148.4175, 183.80, 0.14, 331.93, 3
5.368, -0.7453, 0.0000, 10.6696, -0.0055, 0.0835, -0.0093, -28.2727, -18.7273, -26.6327, 0.6390, 4.0400, 150.3513, 4216.4756, 7148.4175, 183.80, 0.14, 331.93, 3
5.394, -0.7845, 0.1569, 10.5127, -0.0027, 0.0878, -0.0147, -28.2727, -18.7273, -26.6327, 0.8551, 4.2674, 150.7879, 4216.4756, 7148.4175, 183.80, 0.14, 331.93, 3
5.414, -0.8238, 0.0392, 10.7089, -0.0017, 0.0889, -0.0162, -28.3636, -18.7273, -26.3265, 0.2099, 4.3987, 150.0905, 4216.4756, 7148.4175, 183.80, 0.14, 331.93, 3
5.435, -0.8238, 0.0392, 10.4343, -0.0061, 0.0881, -0.0165, -28.3636, -18.7273, -26.3265, 0.2154, 4.5140, 150.1707, 4216.4756, 7148.4175, 183.80, 0.14, 331.93, 3
5.462, -0.9414, 0.0392, 10.4343, -0.0020, 0.0875, -0.0095, -28.3636, -18.7273, -26.3265, 0.4213, 5.0423, 150.9423, 4216.4756, 7148.4175, 183.80, 0.14, 331.93, 3
5.482, -0.7453, 0.1569, 10.4343, -0.0020, 0.0828, -0.0075, -28.3636, -18.6364, -26.8367, 0.2138, 4.2679, 150.1962, 4216.4756, 7148.4175, 183.80, 0.14, 331.93, 3
5.502, -0.7061, 0.0000, 10.4343, -0.0076, 0.0901, -0.0111, -28.3636, -18.6364, -26.8367, -0.2091, 3.9667, 149.4798, 4216.4756, 7148.4175, 183.80, 0.14, 331.93, 3
5.528, -0.7845, 0.1177, 10.5520, -0.0076, 0.0845, -0.0179, -28.3636, -18.6364, -26.8367, 0.8714, 4.3482, 151.0612, 4216.4756, 7148.4175, 183.80, 0.14, 331.93, 3
5.550, -0.9022, 0.0785, 10.5127, -0.0057, 0.0912, -0.0115, -28.0909, -19.0000, -26.8367, 0.0000, 4.3160, 149.2731, 4216.4756, 7148.4175, 183.80, 0.14, 339.27, 3
5.569, -0.8630, 0.0392, 10.3951, 0.0002, 0.0890, -0.0060, -28.0909, -19.0000, -26.8367, 0.0000, 4.5826, 149.4514, 4216.4756, 7148.4175, 183.80, 0.14, 339.27, 3
5.595, -0.8630, 0.1177, 10.4735, -0.0038, 0.0848, -0.0082, -28.0909, -19.0000, -26.8367, 0.6437, 4.7101, 150.3157, 4216.4756, 7148.4175, 183.80, 0.14, 339.27, 3
5.615, -0.7453, 0.0785, 10.3951, -0.0037, 0.0867, -0.0144, -28.1818, -18.8182, -27.0408, 0.4324, 4.1009, 149.9976, 4216.4756, 7148.4175, 183.80, 0.14, 339.27, 3
5.635, -0.7845, 0.0000, 10.5127, -0.0049, 0.0872, -0.0121, -28.1818, -18.8182, -27.0408, 0.0000, 4.2679, 149.5767, 4216.4756, 7148.4175, 183.80, 0.14, 339.27, 3
5.654, -0.8238, 0.1177, 10.4735, -0.0058, 0.0899, -0.0111, -28.1818, -18.8182, -27.0408, 0.6437, 4.4969, 150.5217, 4216.4756, 7148.4175, 183.80, 0.14, 339.27, 3
5.681, -0.9414, 0.0392, 10.4735, -0.0079, 0.0870, -0.0070, -28.3636, -18.8182, -27.0408, -0.2138, 4.9051, 149.8789, 4216.4756, 7148.4175, 183.80, 0.14, 339.27, 3
5.700, -0.8238, -0.0785, 10.5912, -0.0050, 0.0883, -0.0047, -28.3636, -18.8182, -27.0408, 0.6319, 4.4145, 150.5907, 4216.4756, 7148.4175, 183.80, 0.14, 339.27, 3
5.721, -0.7845, 0.0392, 10.4735, -0.0003, 0.0828, -0.0115, -28.3636, -18.8182, -27.0408, 0.8519, 4.0398, 150.6218, 4216.4756, 7148.4175, 183.80, 0.14, 339.27, 3
5.748, -0.8238, 0.0392, 10.5127, -0.0098, 0.0916, -0.0197, -28.3636, -18.9091, -27.0408, 0.6413, 4.9049, 150.7931, 4216.4756, 7148.4175, 183.80, 0.14, 339.27, 3
